response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
1669,Complete,English,1762839610_6912cc3ab24028.45104708,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.127,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Job security,,"Types of roles available, Career progression and development, Application and interview process",2.1,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Medium (5-7),High Potential but Uninformed
1671,Complete,English,1762839618_6912cc42bb1cb8.56972598,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,210.10.1.59,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Work-life balance,,"Types of roles available, Career progression and development, Work-life balance and culture",1.35,Early Talent (Internship Seekers),7.0,Year 2,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1672,Complete,English,1762839623_6912cc47b2e883.50674849,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.3.225,103.83670043945,1.3652000427246,Singapore,Singapore,0,57.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,6.0,Work-life balance,,"Types of roles available, Compensation and benefits, Application and interview process",1.8666666666666667,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1673,Complete,English,1762839638_6912cc56aaeec2.77413407,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,137.132.26.10,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",153.65,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Career Growth Opportunities,High (8-10),High Potential but Uninformed
1675,Complete,English,1762839649_6912cc61490151.39682452,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,137.132.26.209,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,6.0,Learning and development,,"Types of roles available, Career progression and development, Application and interview process",2.1,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Learning & Development,Medium (5-7),Disengaged/Non-Target
1676,Complete,English,1762839619_6912cc4343d0d8.07706115,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,104.28.122.112,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Work-life balance,,"Career progression and development, Compensation and benefits, Work-life balance and culture",471.6166666666667,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1677,Complete,English,1762839681_6912cc811b2402.36886327,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.83,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.0666666666666667,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Male,Economics,Familiar & Positive,Meaningful Work Impact,Medium (5-7),Other Segment
1678,Complete,English,1762839731_6912ccb330f916.72805052,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.172,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,9.0,Meaningful work impact,,"Types of roles available, Career progression and development, Application and interview process",317.81666666666666,Early Talent (Internship Seekers),9.0,Year 2,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,High (8-10),High Potential but Uninformed
1680,Complete,English,1762839784_6912cce899b529.29455812,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,137.132.26.117,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",362.2,Late Talent (Graduate Seekers),5.0,Year 4,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Career Growth Opportunities,Medium (5-7),Disengaged/Non-Target
1681,Complete,English,1762839790_6912ccee42dff8.08646794,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.111,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",206.83333333333334,Early Talent (Internship Seekers),8.0,Year 2,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,High (8-10),High Potential but Uninformed
1682,Complete,English,1762839800_6912ccf8104dd7.01480220,"Mozilla/5.0 (Linux; Android 12; SM-S901E Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36 Instagram 405.1.0.57.77 Android (31/12; 480dpi; 1080x2214; samsung; SM-S901E; r0q; qcom; en_GB; 818801783; IABMV/1)",,219.74.11.154,103.78970336914,1.3242000341415,Singapore,Singapore,0,27.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,,"Career progression and development, Compensation and benefits, Work-life balance and culture",5.466666666666667,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Medicine/Health,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1683,Complete,English,1762839802_6912ccfa1a0508.58821422,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.246.0,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.5333333333333334,Late Talent (Graduate Seekers),8.0,Year 4,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Meaningful Work Impact,High (8-10),Other Segment
1684,Complete,English,1762839785_6912cce9eaedc6.71017664,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,119.234.21.20,103.84470367432,1.3050999641418,Singapore,Singapore,0,22.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10.0,Meaningful work impact,,"Career progression and development, Compensation and benefits, Work-life balance and culture",127.11666666666666,Late Talent (Graduate Seekers),10.0,Year 4,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Meaningful Work Impact,High (8-10),Other Segment
1685,Complete,English,1762839806_6912ccfe991642.03097380,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,137.132.26.39,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Career growth opportunities,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.3,Late Talent (Graduate Seekers),5.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1687,Complete,English,1762839805_6912ccfd0a8ba0.38092306,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",,119.56.69.42,103.80139923096,1.3673000335693,Singapore,,,,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,6.0,Meaningful work impact,,"Types of roles available, Work-life balance and culture, Application and interview process",549.2833333333333,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1688,Complete,English,1762839854_6912cd2e03b6e5.58576237,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",,104.28.122.111,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Work-life balance,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.1666666666666667,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,IT/Tech,Positive but Uninformed,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1689,Complete,English,1762839899_6912cd5ba2d9b5.78336882,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,137.132.26.146,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Work-life balance,,"Types of roles available, Career progression and development, Application and interview process",4.433333333333334,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1690,Complete,English,1762839905_6912cd61e56280.52373982,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,122.11.245.14,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Work-life balance,,"Types of roles available, Career progression and development, Work-life balance and culture",1.5666666666666667,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,IT/Tech,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1691,Complete,English,1762839915_6912cd6b47ae10.21489343,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.194,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,10.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",441.6166666666667,Late Talent (Graduate Seekers),10.0,Year 3,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Meaningful Work Impact,High (8-10),High Potential but Uninformed
